video_id,title,keyword,keyword_zh,school_slug,school_zh,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube
uf7CAXu-o20,Word of the Day: correct (v) 改正,correct (v),改正,dajuang,彰化縣溪州鄉大莊國小,xizhou,The teachers correct the students' work.,老師改同學的作業。,They use a red pen to correct the students' work.,他們使用紅筆來改學生的作業。,https://www.youtube.com/watch?v=uf7CAXu-o20
R1pSN0zo1wM,Word of the Day: wash your hands 洗手,wash your hands,洗手,dajuang,彰化縣溪州鄉大莊國小,xizhou,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=R1pSN0zo1wM
ts_Xs0658lc,Word of the Day: Chinese characters 國字,Chinese characters,國字,dajuang,彰化縣溪州鄉大莊國小,xizhou,The students learn Chinese characters in class.,同學們在課堂上學習國字。,They read and write Chinese characters.,他們閱讀並書寫國字。,https://www.youtube.com/watch?v=ts_Xs0658lc
pih4TCwdEYQ,Word of the Day: recess (n) 下課時間,recess (n),下課時間,dajuang,彰化縣溪州鄉大莊國小,xizhou,"After the bell rings for recess, most students go outside to play.",下課鈴聲響起後，大多數學生都在外面玩。,"Recess is when kids can play outside, run around, and have fun.",下課時間是孩子們可以在外面玩耍、跑來跑去、玩得開心的時候。,https://www.youtube.com/watch?v=pih4TCwdEYQ
gymHLDmqiks,Word of the Day: basketball (n) 籃球,basketball (n),籃球,dajuang,彰化縣溪州鄉大莊國小,xizhou,Students love to play basketball during recess.,學生們喜歡在下課時打籃球。,A pick-up game is an on-the-spot game for basketball.,鬥牛就是現場組隊比賽的籃球。,https://www.youtube.com/watch?v=gymHLDmqiks
ISXKHUmLN_o,Word of the Day: school lunch (n) 學校午餐,school lunch (n),學校午餐,yuying,彰化縣員林市育英國小,yuanlin-city,School lunch is eaten in the classroom in Taiwan.,台灣的學校午餐是在教室裡吃的。,School lunch is designed to be healthy.,學校午餐主旨在健康。,https://www.youtube.com/watch?v=ISXKHUmLN_o
ezRQscsL-vg,Word of the Day: professional development (n) 專業進修,professional development (n),專業進修,dajuang,彰化縣溪州鄉大莊國小,xizhou,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=ezRQscsL-vg
tmbC3c92BFU,Word of the Day: school lunch (n) 學校午餐,school lunch (n),學校午餐,heren,彰化縣和美鎮和仁國小,hemei,School lunch is eaten in the classroom in Taiwan.,台灣的學校午餐是在教室裡吃的。,School lunch is designed to be healthy.,學校午餐主旨在健康。,https://www.youtube.com/watch?v=tmbC3c92BFU
k_DJFZQHAxc,Word of the Day: Taekwondo (n) 跆拳道,Taekwondo (n),跆拳道,xishi,彰化縣福興鄉西勢國小,fuxing,The students are learning Taekwondo in PE.,學生們在體育課上學習跆拳道。,You learn to kick high in Taekwondo.,你學會在跆拳道踢得很高。,https://www.youtube.com/watch?v=k_DJFZQHAxc
XfBcUc1J_uA,Word of the Day: shuttlecock (n) 毽子,shuttlecock (n),毽子,yuying,彰化縣員林市育英國小,yuanlin-city,The students kick shuttlecocks outside.,學生們在外面踢毽子。,They practice kicking shuttlecocks.,他們練習踢毽子。,https://www.youtube.com/watch?v=XfBcUc1J_uA
dgt1XxVYkng,Word of the Day: sweep (v) 掃地,sweep (v),掃地,nanya,彰化縣社頭鄉湳雅國小,shetou,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=dgt1XxVYkng
Hu7Su-wnL2Y,Word of the Day: sweep (v) 掃地,sweep (v),掃地,yuying,彰化縣員林市育英國小,yuanlin-city,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=Hu7Su-wnL2Y
H8xgBiZoqhs,Word of the Day: mobile library (n) 行動圖書館,mobile library (n),行動圖書館,nanya,彰化縣社頭鄉湳雅國小,shetou,The mobile library is a truck that's been converted into a small library.,行動圖書館是由卡車改裝的小圖書館。,The mobile library can bring lots of books to students at different schools!,行動圖書館可以將書帶給不同學校的學生閱讀。,https://www.youtube.com/watch?v=H8xgBiZoqhs
0D9UrHa77Ss,Word of the Day: tour guide (n) 導遊,tour guide (n),導遊,chungshan,彰化縣彰化市中山國小,changhua-city,The tour guide talks about the historical sites.,導遊講述了歷史遺跡。,The students listen to the tour guide's explanation.,學生們聆聽導遊的講解。,https://www.youtube.com/watch?v=0D9UrHa77Ss
Lkp_I_VIjY8,Word of the Day: field trip (n) 校外教學-2,field trip (n),校外教學-2,chungshan,彰化縣彰化市中山國小,changhua-city,The students go on a field trip.,學生們去校外教學。,They observed many new things during their field trip.,他們在校外教學期間觀察到許多新事物。,https://www.youtube.com/watch?v=Lkp_I_VIjY8
2hg7unfm8oo,Word of the Day: playground (n) 遊樂場,playground (n),遊樂場,sinjuang,彰化縣和美鎮新庄國小,hemei,The students play different games at the school playground.,學生們在學校遊樂場上玩著不同的遊戲。,The playground has monkey bars for students to hang on.,遊樂場有攀爬架讓學生懸吊。,https://www.youtube.com/watch?v=2hg7unfm8oo
1srA4yceIjo,Word of the Day: calligraphy (n) 書法,calligraphy (n),書法,yongfeng,彰化縣福興鄉永豐國小,fuxing,The boys and girls are learning traditional Chinese calligraphy.,這群男孩和女孩正在學習中國傳統的書法。,"To get good at calligraphy, you have to have a lot of patience!",書法要寫得好必須要很有耐心。,https://www.youtube.com/watch?v=1srA4yceIjo
hn9qdsumzvM,Word of the Day: sweep (v) 掃,sweep (v),掃,wenkai,彰化縣鹿港鎮文開國小,lukang,"Every day, students sweep away fallen leaves on school grounds.",每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=hn9qdsumzvM
bEDbN0FYqJs,Word of the Day: hula hoop 呼拉圈,hula hoop,呼拉圈,yuanchyuan,彰化縣二水鄉源泉國小,ershui,The students are playing hula hoops.,學生們正在搖呼拉圈。,Hula hoops are round and colorful toy.,呼拉圈是圓圓的而且是彩色的玩具。,https://www.youtube.com/watch?v=bEDbN0FYqJs
LtBGKGWafvs,Word of the Day: playground (n) 遊樂場,playground (n),遊樂場,yuanchyuan,彰化縣二水鄉源泉國小,ershui,"The children are jumping, sliding, and climbing at the playground.",小朋友在遊樂場上跳躍、溜滑梯和爬上爬下。,The children are enjoying playing at the playground with their friends.,小朋友喜歡和朋友在遊樂場玩耍。,https://www.youtube.com/watch?v=LtBGKGWafvs
_x0qCs0H9zo,Word of the Day: riddle (n) 謎語,riddle (n),謎語,yongfeng,彰化縣福興鄉永豐國小,fuxing,The students try to solve riddles in class.,學生在課堂上嘗試解謎語。,The teachers ask the students riddles.,老師問學生謎語。,https://www.youtube.com/watch?v=_x0qCs0H9zo
s2a8cDagnsA,Word of the Day: serve (v) 打菜、盛菜,serve (v),打菜、盛菜,yuanchyuan,彰化縣二水鄉源泉國小,ershui,"During school lunch, students are served food or serve themselves.",學校午餐期間，有學生為同學打菜或自行打菜。,School lunch is always served healthy.,學校午餐總是供應健康的。,https://www.youtube.com/watch?v=s2a8cDagnsA
xLkew0LSLPQ,Word of the Day: brush your teeth 刷牙,brush your teeth,刷牙,yuanchyuan,彰化縣二水鄉源泉國小,ershui,The students are brushing their teeth.,學生們正在刷牙。,"To brush your teeth correctly, you must brush up and down.",要正確刷牙，必須上下刷牙。,https://www.youtube.com/watch?v=xLkew0LSLPQ
IV0lHphPSog,Word of the Day: tablet (n) 平板,tablet (n),平板,shingang,彰化縣伸港鄉新港國小,shenkang,The students use a tablet to study English.,同學們使用平板來學習英文。,There are many different ways to study English on a tablet.,有很多方式可以在平板上學習英文。,https://www.youtube.com/watch?v=IV0lHphPSog
3Cc2U8ZgS5g,Word of the Day: observe (v) 觀課,observe (v),觀課,wufeng,彰化縣埔心鄉梧鳳國小,puxin,Some teachers are in the back of the classroom observing the class.,有些老師在教室後面觀課。,Teachers improve their teaching skills by observing others' classes.,老師藉由觀課來提昇自己的教學技巧。,https://www.youtube.com/watch?v=3Cc2U8ZgS5g
D7cezW2UfdA,Word of the Day: run (v) 跑步,run (v),跑步,yuanchyuan,彰化縣二水鄉源泉國小,ershui,The students are running at the track.,學生們在跑道上跑步。,Running is good exercise and students do it every day.,跑步是很好的運動，學生們每天都在跑步。,https://www.youtube.com/watch?v=D7cezW2UfdA
TgVpG7F3BEM,Word of the Day: pot (n) 花盆,pot (n),花盆,chungshan,彰化縣彰化市中山國小,changhua-city,The students put soil and seeds in the pot.,學生將土壤和種子放入花盆中。,The students water the seeds in the pots.,學生們給花盆裡的種子澆水。,https://www.youtube.com/watch?v=TgVpG7F3BEM
dt9WkByB1As,Word of the Day: farm (v) 種植、耕作,farm (v),種植、耕作,santan,彰化縣田中鎮三潭國小,tianzhong,The students learn about farming at school.,學生們在學校學習農業耕作的知識。,The school has land to farm different crops.,學校有土地可以種植不同的作物。,https://www.youtube.com/watch?v=dt9WkByB1As
uf3za_V7oK0,Word of the Day: dribble (v) 運球,dribble (v),運球,lushang,彰化縣芳苑鄉路上國小,fangyuan,The students dribble a basketball.,學生們正在運球。,The teacher shows the students how to dribble a basketball.,老師向學生展示如何運球。,https://www.youtube.com/watch?v=uf3za_V7oK0
uCukE4DuZ3I,Word of the Day: reading 閱讀,reading,閱讀,shingang,彰化縣伸港鄉新港國小,shenkang,Look at the students. They’re all reading quietly.,看看這群學生，他們閱讀時多麼安靜啊！,Reading often can help you improve your vocabulary and learn many new things.,閱讀經常可以讓你增加字彙並且學到很多新知。,https://www.youtube.com/watch?v=uCukE4DuZ3I
TiMe3cHuS8Q,Word of the Day: check out 借書,check out,借書,chaohsing,彰化縣社頭鄉朝興國小,shetou,The students check out books from the library at recess.,同學們利用下課到圖書室借書。,"After the librarian checks out the students' books, they can take them home to read.",向圖書館員辦理借閱手續後，同學們可以將書帶回家看。,https://www.youtube.com/watch?v=TiMe3cHuS8Q
P87BalotCcs,Word of the Day: storyteller 說故事的人,storyteller,說故事的人,yongfeng,彰化縣福興鄉永豐國小,fuxing,A good storyteller teaches a lesson and entertains you at the same time.,一個擅長講說故事的人可以教導大家道理，同時又兼具娛樂大眾。,The storytellers can use real or fictional information to tell a story.,說故事的人可能用真實或者是虛構的情節來說故事。,https://www.youtube.com/watch?v=P87BalotCcs
JVm0jQpG6XA,Word of the Day: evacuation drill 逃生演習,evacuation drill,逃生演習,hsinmin,彰化縣田中鎮新民國小,tianzhong,The students gather for an evacuation drill.,學生們聚集在一起進行逃生演習。,The evacuation drill teaches students how to safely get off a tour bus in an emergency.,逃生演練教導學生如何在緊急情況下安全下車。,https://www.youtube.com/watch?v=JVm0jQpG6XA
sUWzswWf6Rc,Word of the Day: badminton (n) 羽毛球,badminton (n),羽毛球,xishi,彰化縣福興鄉西勢國小,fuxing,These students are learning to play badminton.,學生們正在學習打羽毛球。,Badminton can be a single or team sport.,羽毛球可以是單人運動，也可以是團隊運動。,https://www.youtube.com/watch?v=sUWzswWf6Rc
fQ8Yn452kYE,Word of the Day: compete (n) 比賽、競爭,compete (n),比賽、競爭,lushang,彰化縣芳苑鄉路上國小,fangyuan,The students compete in a Chinese character reading contest.,學生參加國語字音字形比賽。,They have to study very hard to compete in the contest.,他們必須非常努力地學習才能參加比賽。,https://www.youtube.com/watch?v=fQ8Yn452kYE
oMciy4y0Z6w,Word of the Day: wash your hands 洗手,wash your hands,洗手,liansing,彰化縣彰化市聯興國小,changhua-city,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=oMciy4y0Z6w
cdUswx5lRGg,Word of the Day: serve (v) 發球,serve (v),發球,liansing,彰化縣彰化市聯興國小,changhua-city,The PE teacher shows her students how to serve the volleyball.,體育老師為學生示範排球的發球。,The students try to serve the volleyball to their classmates.,學生試著發球給同學。,https://www.youtube.com/watch?v=cdUswx5lRGg
